
Full Report
epoch=1900
numDocs=2537
numTokens=30208
numWords=2935
numTopics=15

TOPIC 0  (total count=1529)
SYMBOL             WORD    COUNT   PROB          Z
   650             blue       12   0.008       2.2
  2086            sheet       12   0.008       3.3
  2671          writing       12   0.008       3.3
   286             felt       11   0.007       1.6
   414          observe       11   0.007       2.3
   835            dress       11   0.007       1.9
  1033           handed       11   0.007       3.2
  1051           called       11   0.007       1.9
  1158           letter       11   0.007       1.7
  1245    advertisement       11   0.007       2.2
  1922              box       11   0.007       2.3

TOPIC 10  (total count=2046)
SYMBOL             WORD    COUNT   PROB          Z
--------------------------------------------------
  1764              son       48   0.023       6.2
  2164         mccarthy       37   0.018       5.7
  2492          between       29   0.014       3.2
  1306              cry       28   0.013       4.9
   509        attention       24   0.012       4.6
  2822              men       24   0.012       3.4
   383           turner       22   0.011       4.4
  2653            clear       22   0.011       2.9
    74           rather       21   0.010       2.1
   793              far       21   0.010       2.3
   449            among       20   0.010       3.0
   891            lodge       19   0.009       4.1
  1633            under       19   0.009       2.5
  1785          someone       19   0.009       4.1
  2774             pool       19   0.009       4.1
  1235             home       18   0.009       2.1
  2032        hatherley       18   0.009       4.0
  2117         appeared       18   0.009       3.1
   508           struck       17   0.008       3.1
   756             girl       17   0.008       2.9
   936          coroner       17   0.008       3.7
  1489        instantly       17   0.008       3.8
  2843             true       17   0.008       2.8
  1433           seemed       16   0.008       1.4
  1541             told       16   0.008       1.8
  1215             hope       15   0.007       2.3
  1720             view       15   0.007       3.6
  2847            being       15   0.007       1.8
   231          against       14   0.007       1.5
  1147         boscombe       14   0.007       3.4

TOPIC 11  (total count=2148)
SYMBOL             WORD    COUNT   PROB          Z
--------------------------------------------------
  1681              sat       54   0.025       6.8
  2203             half       38   0.017       4.3
  2007           behind       36   0.017       4.6
   966             fire       35   0.016       4.7
  2422          minutes       35   0.016       4.7
  1692           corner       32   0.015       5.3
  1024          sitting       31   0.014       5.0
  2542            table       27   0.012       3.3
  2405            chair       25   0.011       2.6
  2426           beside       25   0.011       4.6
   678            front       24   0.011       2.9
  1893            drove       23   0.011       4.1
   154            drive       21   0.010       4.3
  1338         carriage       21   0.010       4.1
  1145          visitor       20   0.009       3.5
  2018              cab       20   0.009       3.6
   201             wait       19   0.009       4.1
   493          dressed       19   0.009       3.4
  1469             laid       19   0.009       3.0
  2870           silent       19   0.009       4.1
  1162             word       18   0.008       2.4
  1708             pipe       18   0.008       3.8
    93            while       17   0.008       1.5
   379           turned       17   0.008       1.9
  1380          laughed       17   0.008       3.5
  1623           looked       17   0.008       1.9
  2481         standing       17   0.008       3.2
   812          silence       16   0.007       2.9
  2776              lit       16   0.007       3.7
    21            times       15   0.007       3.2

TOPIC 12  (total count=2678)
SYMBOL             WORD    COUNT   PROB          Z
--------------------------------------------------
  2624         remarked       39   0.014       4.2
  1442          strange       35   0.013       4.6
  2168            those       32   0.012       3.2
    49         possible       28   0.010       3.3
   808          obvious       28   0.010       4.7
  1272         interest       28   0.010       4.0
  2228          present       27   0.010       4.7
  1644             life       26   0.010       3.1
    34             days       25   0.009       3.3
  2701         singular       25   0.009       3.8
    74           rather       24   0.009       2.3
   301            crime       24   0.009       3.7
  1444           nature       24   0.009       4.5
  2752            cases       24   0.009       4.5
   720           course       23   0.008       2.3
   981            facts       22   0.008       3.2
  2699           holder       22   0.008       4.2
  1322       remarkable       21   0.008       4.2
  2167             less       20   0.007       2.7
  1247    extraordinary       19   0.007       4.0
  2666           strong       19   0.007       2.7
   899             many       18   0.007       2.2
   914          already       18   0.007       2.0
   938          details       18   0.007       3.7
  1524          perhaps       17   0.006       1.4
  1537         answered       17   0.006       1.6
  2347         entirely       17   0.006       3.5
  2819         remember       17   0.006       2.8
   666           events       16   0.006       3.6
  2235            point       16   0.006       1.8

TOPIC 13  (total count=1837)
SYMBOL             WORD    COUNT   PROB          Z
--------------------------------------------------
   206            black       42   0.023       5.5
  1085             hair       37   0.020       5.1
   435              hat       29   0.016       3.7
   329            white       22   0.012       3.8
  1774          looking       22   0.012       2.5
   558             deep       21   0.011       3.8
  1218             coat       21   0.011       3.6
  1555              red       21   0.011       2.5
    74           rather       19   0.010       1.9
    93            while       19   0.010       1.8
  1219            great       19   0.010       2.0
  1407           across       19   0.010       2.8
  1607          entered       19   0.010       3.0
  2618        gentleman       18   0.010       2.3
  2652            short       18   0.010       3.6
  1214            large       17   0.009       2.3
  1512            boots       17   0.009       3.9
  1999             gave       17   0.009       2.1
  2188           hardly       17   0.009       2.0
    61            brown       16   0.009       3.8
   379           turned       16   0.009       1.8
   835            dress       16   0.009       2.8
  1550             grey       16   0.009       3.0
  2640       appearance       16   0.009       3.8
   138            thumb       15   0.008       3.5
  2008             gone       15   0.008       1.8
   695             pale       14   0.008       3.3
  1250              cut       14   0.008       2.2
  2381             high       14   0.008       2.7
    40           double       13   0.007       3.0

TOPIC 14  (total count=1836)
SYMBOL             WORD    COUNT   PROB          Z
--------------------------------------------------
   554             lord       41   0.022       6.0
   498            simon       40   0.021       5.9
  1384           sister       34   0.018       5.5
   575               dr       29   0.016       5.1
   914          already       29   0.016       3.8
  2844         marriage       27   0.014       4.9
  2798            leave       26   0.014       3.3
   399           during       23   0.012       3.4
  1968            whole       23   0.012       3.0
   243          wedding       22   0.012       4.4
  1246          roylott       21   0.011       4.3
  2871            frank       20   0.011       4.2
  1221           reason       18   0.010       3.2
  1719            death       18   0.010       2.9
  2111          husband       18   0.010       3.1
  1627       understand       17   0.009       2.0
   657            place       16   0.009       1.7
  1219            great       16   0.009       1.6
  2687            alone       16   0.009       2.8
  1226            given       14   0.008       2.1
    93            while       13   0.007       1.1
   268           second       13   0.007       2.3
   805             maid       13   0.007       2.4
  1644             life       13   0.007       1.5
  2005            whose       13   0.007       2.4
  2105           likely       13   0.007       2.4
  2168            those       13   0.007       1.1
  2547         position       13   0.007       2.5
  2618        gentleman       13   0.007       1.5
  2722             whom       13   0.007       1.7

DOC 0
TOPIC    COUNT    PROB
----------------------
    8        2   0.467
    9        1   0.244

adventure(9) scandal(8) bohemia(8) 

DOC 1
TOPIC    COUNT    PROB
----------------------



DOC 2
TOPIC    COUNT    PROB
----------------------
    8       19   0.338
    7       15   0.267
   12       11   0.196
    4        9   0.161
   10        1   0.019

always(7) seldom(8) under(10) name(7) whole(4) felt(4) emotion(7) akin(4) love(8) irene(8) adler(8) particularly(7) cold(7) precise(12) admirably(7) mind(7) perfect(12) reasoning(12) observing(4) machine(7) world(8) lover(8) placed(12) false(7) position(8) spoke(4) save(12) sneer(8) admirable(8) things(7) observer(12) excellent(7) drawing(8) veil(4) men(8) motives(7) actions(4) trained(7) reasoner(4) delicate(8) introduce(7) factor(12) throw(8) doubt(8) results(12) crack(8) high(4) power(12) strong(12) emotion(7) nature(12) late(8) irene(8) adler(8) memory(8) 

DOC 3
TOPIC    COUNT    PROB
----------------------
   12       23   0.323
   11       13   0.183
    1       11   0.155
    5       10   0.141
   10        7   0.099
   14        6   0.085

lately(1) marriage(14) each(1) complete(12) happiness(12) home(5) interests(5) rise(12) around(11) finds(1) master(1) sufficient(12) attention(10) while(11) form(10) society(12) whole(14) bohemian(14) soul(11) remained(10) lodgings(5) baker(11) buried(11) among(10) books(11) week(1) week(1) between(1) cocaine(12) drug(11) fierce(10) energy(11) keen(12) nature(12) ever(5) deeply(10) attracted(1) study(12) crime(12) immense(11) extraordinary(12) powers(11) observation(12) following(10) those(12) clues(11) clearing(12) those(14) mysteries(14) abandoned(14) official(5) police(5) vague(12) account(12) murder(5) clearing(12) singular(12) tragedy(5) finally(1) mission(11) reigning(12) family(1) beyond(12) signs(12) merely(12) daily(5) press(5) knew(1) former(12) companion(11) 

DOC 4
TOPIC    COUNT    PROB
----------------------
   12       15   0.238
    6       11   0.175
    0       10   0.159
    4       10   0.159
   10        6   0.096
   11        6   0.096
    8        2   0.033
    1        1   0.017
   13        1   0.017

march(6) returning(12) journey(11) patient(4) returned(10) civil(12) practice(1) led(6) baker(11) passed(6) remembered(8) always(12) associated(12) mind(0) dark(0) incidents(12) study(12) scarlet(12) seized(6) keen(4) desire(12) again(0) extraordinary(12) powers(11) rooms(6) lit(11) looked(4) tall(13) spare(10) figure(4) pass(6) twice(0) dark(0) against(10) blind(12) pacing(6) swiftly(6) eagerly(4) head(4) sunk(4) chest(6) behind(11) knew(8) mood(12) habit(0) manner(12) told(10) story(10) work(12) again(0) risen(0) drug(11) hot(4) scent(0) new(4) problem(12) rang(4) bell(6) shown(12) chamber(6) formerly(0) part(10) 

DOC 5
TOPIC    COUNT    PROB
----------------------
    4        6   0.271
    8        4   0.182
   13        4   0.182
   11        3   0.138
    7        2   0.093
   12        2   0.093

manner(13) seldom(8) glad(7) hardly(13) word(8) spoken(8) kindly(7) eye(4) waved(4) armchair(11) threw(4) across(4) cigars(11) indicated(13) corner(11) stood(4) fire(8) looked(4) singular(12) introspective(12) fashion(13) 

DOC 6
TOPIC    COUNT    PROB
----------------------
    1        3   0.413
    9        2   0.280
   11        1   0.147

remarked(9) put(9) seven(1) half(11) pounds(1) since(1) 

DOC 7
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
   12        1   0.314

seven(1) answered(12) 

DOC 8
TOPIC    COUNT    PROB
----------------------
    9        3   0.413
    8        2   0.280
    1        1   0.147

indeed(8) trifle(9) fancy(9) practice(1) again(8) observe(9) 

DOC 9
TOPIC    COUNT    PROB
----------------------



DOC 10
TOPIC    COUNT    PROB
----------------------
    3        3   0.365
    1        2   0.247
   10        1   0.129
   12        1   0.129

deduce(12) getting(1) yourself(3) wet(3) lately(1) servant(10) girl(3) 

DOC 11
TOPIC    COUNT    PROB
----------------------
    5        5   0.227
    1        4   0.182
    8        4   0.182
    9        3   0.138
    3        2   0.093
    6        1   0.049
    7        1   0.049
   13        1   0.049

dear(8) certainly(3) burned(9) lived(1) ago(1) true(5) country(5) walk(3) home(5) dreadful(6) changed(8) clothes(5) imagine(13) deduce(5) mary(8) wife(1) given(7) notice(9) again(8) fail(9) work(1) 

DOC 12
TOPIC    COUNT    PROB
----------------------
    0        4   0.745

chuckled(0) rubbed(0) nervous(0) together(0) 

DOC 13
TOPIC    COUNT    PROB
----------------------
   13        9   0.219
    5        7   0.171
    1        6   0.147
    7        4   0.099
   10        4   0.099
   12        3   0.075
    2        2   0.051
    4        2   0.051
   14        2   0.051
    9        1   0.027

itself(1) inside(4) strikes(5) leather(13) six(1) almost(7) parallel(12) obviously(10) caused(14) someone(10) carelessly(5) edges(13) sole(7) order(5) remove(5) mud(5) hence(5) double(13) deduction(12) vile(10) weather(2) particularly(7) boot(13) london(2) practice(1) gentleman(13) walks(5) rooms(14) black(13) mark(13) silver(1) forefinger(13) top(13) hat(9) show(1) dull(4) indeed(12) member(1) medical(10) profession(7) 

DOC 14
TOPIC    COUNT    PROB
----------------------
   12       16   0.631
    5        3   0.122
    7        3   0.122
    2        1   0.043
   14        1   0.043

help(12) laughing(12) explained(12) process(5) deduction(12) hear(14) give(12) reasons(12) remarked(12) thing(12) always(12) appears(5) simple(12) easily(7) though(12) each(12) successive(2) instance(12) reasoning(12) baffled(12) explain(7) process(5) believe(12) yours(7) 

DOC 15
TOPIC    COUNT    PROB
----------------------
   11        4   0.304
    6        3   0.230
   10        2   0.156
    0        1   0.081
    9        1   0.081
   12        1   0.081

answered(12) lighting(11) cigarette(11) throwing(6) armchair(11) observe(9) clear(10) example(0) frequently(10) steps(6) lead(11) hall(6) 

DOC 16
TOPIC    COUNT    PROB
----------------------
    0        1   0.440

frequently(0) 

DOC 17
TOPIC    COUNT    PROB
----------------------
    0        1   0.440

often(0) 

DOC 18
TOPIC    COUNT    PROB
----------------------
   11        1   0.440

times(11) 

DOC 19
TOPIC    COUNT    PROB
----------------------
    2        1   0.440

many(2) 

DOC 20
TOPIC    COUNT    PROB
----------------------
    0        2   0.600

many(0) don(0) 

DOC 21
TOPIC    COUNT    PROB
----------------------
    9        7   0.268
   12        7   0.268
    6        4   0.155
    1        3   0.117
   13        2   0.079
    0        1   0.042
    4        1   0.042

observed(12) point(12) steps(6) both(1) observed(12) since(1) interested(12) problems(12) since(1) enough(0) chronicle(12) trifling(9) interested(12) threw(4) sheet(9) thick(13) pink(6) tinted(13) note(9) paper(9) lying(6) open(6) table(9) post(9) read(9) 

DOC 22
TOPIC    COUNT    PROB
----------------------
    1        2   0.382
    5        1   0.200
    9        1   0.200

note(9) either(5) signature(1) address(1) 

DOC 23
TOPIC    COUNT    PROB
----------------------
    2       11   0.389
   12        6   0.214
    9        5   0.179
    3        2   0.074
    4        1   0.039
    6        1   0.039
    7        1   0.039

call(2) quarter(2) eight(2) o(2) clock(2) gentleman(9) consult(7) deepest(12) moment(4) recent(12) services(2) royal(3) houses(2) europe(12) shown(12) safely(2) matters(3) importance(9) hardly(12) account(12) quarters(2) received(2) chamber(6) hour(2) visitor(9) wear(9) mask(9) 

DOC 24
TOPIC    COUNT    PROB
----------------------
   12        4   0.631
   13        1   0.169

indeed(12) mystery(12) remarked(12) imagine(13) means(12) 

DOC 25
TOPIC    COUNT    PROB
----------------------
    5        9   0.552
    1        4   0.248
    9        2   0.127

data(5) capital(5) mistake(9) data(5) twist(1) facts(5) suit(1) theories(5) instead(5) theories(5) suit(1) facts(5) note(9) itself(1) deduce(5) 

DOC 26
TOPIC    COUNT    PROB
----------------------
    9        3   0.477
    6        2   0.323

carefully(6) examined(6) writing(9) paper(9) written(9) 

DOC 27
TOPIC    COUNT    PROB
----------------------
   10        5   0.408
    9        3   0.248
   11        3   0.248

wrote(9) presumably(10) remarked(10) endeavouring(10) companion(11) paper(9) bought(9) under(10) half(11) crown(11) strong(10) 

DOC 28
TOPIC    COUNT    PROB
----------------------
   11        2   0.323
   12        2   0.323
    9        1   0.169

peculiar(12) word(11) english(11) paper(9) hold(12) 

DOC 29
TOPIC    COUNT    PROB
----------------------
   13        4   0.432
    2        2   0.221
    9        2   0.221

large(13) e(9) g(13) p(2) large(13) g(13) woven(2) paper(9) 

DOC 30
TOPIC    COUNT    PROB
----------------------



DOC 31
TOPIC    COUNT    PROB
----------------------
    1        1   0.244
    5        1   0.244
   12        1   0.244

name(1) doubt(5) rather(12) 

DOC 32
TOPIC    COUNT    PROB
----------------------
    9       10   0.311
   13        6   0.188
    5        5   0.157
   11        5   0.157
    2        3   0.095
   12        2   0.065

g(13) stands(2) german(9) company(5) contraction(13) p(2) course(12) stands(2) glance(13) heavy(11) brown(13) volume(9) german(9) speaking(9) country(5) bohemia(9) far(5) remarkable(12) being(5) scene(11) death(5) glass(11) paper(9) ha(9) ha(9) boy(13) sent(9) great(13) blue(9) cloud(11) cigarette(11) 

DOC 33
TOPIC    COUNT    PROB
----------------------
    9        2   0.600

paper(9) bohemia(9) 

DOC 34
TOPIC    COUNT    PROB
----------------------
    9        9   0.343
   12        7   0.268
    2        4   0.155
    0        1   0.042
    1        1   0.042
    5        1   0.042
    7        1   0.042
   14        1   0.042

precisely(1) wrote(9) note(9) german(9) note(9) peculiar(12) sentence(2) account(12) quarters(2) received(2) written(9) german(9) remains(7) therefore(12) discover(5) wanted(2) german(9) bohemian(14) paper(9) wearing(12) mask(9) showing(12) comes(0) mistaken(12) doubts(12) 

DOC 35
TOPIC    COUNT    PROB
----------------------
    6        6   0.530
    4        2   0.183
   11        2   0.183

spoke(4) sharp(6) sound(6) horses(11) wheels(11) against(4) followed(6) sharp(6) pull(6) bell(6) 

DOC 36
TOPIC    COUNT    PROB
----------------------
    1        7   0.490
    3        2   0.145
   13        2   0.145
    4        1   0.076
    9        1   0.076

pair(13) sound(1) continued(9) glancing(4) nice(3) brougham(3) pair(13) hundred(1) fifty(1) guineas(1) apiece(1) money(1) else(1) 

DOC 37
TOPIC    COUNT    PROB
----------------------
    7        1   0.440

better(7) 

DOC 38
TOPIC    COUNT    PROB
----------------------
    3        3   0.365
    0        2   0.247
    7        1   0.129
   13        1   0.129

bit(13) doctor(0) stay(3) lost(0) promises(3) interesting(3) pity(7) 

DOC 39
TOPIC    COUNT    PROB
----------------------
    8        1   0.440

client(8) 

DOC 40
TOPIC    COUNT    PROB
----------------------
    0        5   0.443
    7        2   0.183
   10        2   0.183
   11        1   0.096

mind(0) want(0) help(0) comes(0) sit(7) armchair(11) doctor(0) give(7) best(10) attention(10) 

DOC 41
TOPIC    COUNT    PROB
----------------------
    6        5   0.443
    4        4   0.357
    9        1   0.096

slow(4) heavy(6) step(4) stairs(4) passage(6) paused(9) immediately(6) outside(6) loud(6) tap(4) 

DOC 42
TOPIC    COUNT    PROB
----------------------



DOC 43
TOPIC    COUNT    PROB
----------------------
   13       54   0.726
    4       12   0.162
   12        3   0.042
   11        2   0.028
    2        1   0.015
    9        1   0.015

